table,game_id,feature_time,label_time
starter,2021-09-21_LAD_COL,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_LAD_COL,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-22_MIN_CHC,2021-09-22 00:00:00+00:00,2021-09-22 00:00:00+00:00
starter,2021-09-22_MIN_CHC,2021-09-22 00:00:00+00:00,2021-09-22 00:00:00+00:00
starter,2021-09-21_SEA_OAK,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_SEA_OAK,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_BAL_PHI,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_BAL_PHI,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_PIT_CIN,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_PIT_CIN,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_MIN_CHC,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_MIN_CHC,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_CWS_DET,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-21_CWS_DET,2021-09-21 00:00:00+00:00,2021-09-21 00:00:00+00:00
starter,2021-09-20_TOR_TB,2021-09-20 00:00:00+00:00,2021-09-20 00:00:00+00:00
starter,2021-09-20_TOR_TB,2021-09-20 00:00:00+00:00,2021-09-20 00:00:00+00:00
starter,2021-09-19_PHI_NYM,2021-09-19 00:00:00+00:00,2021-09-19 00:00:00+00:00
